keyword,title,price,rating,reviews,platform,delivery
Speaker,Dubstep Pop 1400 Portable Bluetooth Speaker,699.0,4.8,144,Amazon,Free Delivery
Speaker,Sonos Era 300,44999.0,4.7,6800,Tata Cliq Luxury,Free Delivery
Speaker,Portronics Dash 4 Portable Wireless Party Speaker,5999.0,4.4,8,Amazon,Free Delivery
Speaker,Zebronics Party Fyre 100 Portable Bluetooth Speaker,7999.0,4.8,144,Zebronics,Free Delivery
Speaker,boAt Aavante 2.1 1600D Soundbar,6499.0,4.5,2,Boat,Free Delivery
Speaker,JBL Charge 5 Portable Bluetooth Speaker,14999.0,4.7,14000,Flipkart,Free Delivery
Speaker,Ahuja SRX-50XT Speaker,5359.0,4.8,144,Ahuja World,Free Delivery
Speaker,boAt Stone 350 Pro Plus 16W Bluetooth Speaker,1799.0,5.0,1,Boat,Free Delivery
Laptop,Lenovo IdeaPad 3 11th Gen Intel Core i3 Laptop,35658.0,4.5,29,Flipkart,Free Delivery
Laptop,HP Laptop 15 13th Gen Intel Core i3-1315U,55900.0,5.0,9,Amazon,Free Delivery
Laptop,Prittec Intel Celeron Dual Core N4200 Laptop,25799.0,4.5,29,Flipkart,Free Delivery
Laptop,ASUS Vivobook Go 15 AMD Ryzen 5 7520U Laptop,48990.0,4.6,25,Reliance,Free Delivery by Sat
Laptop,Lenovo IdeaPad 3 Intel Core 11th Gen Laptop,51990.0,4.5,4600,Amazon,Free Delivery
Laptop,HP 14s AMD Ryzen 5-5500U Laptop,56998.0,4.5,29,Flipkart,Free Delivery
Laptop,Dell Inspiron 14 Plus 7000 2-in-1 ビジネスノートパソコン(14インチ FHDタッチスクリーン、Intel Core Ultra 7 256V (> i7-1355U)、16GB DDR5、1TB SSD、IST Dock)バックライト付きKB、指紋、24時間,5240.0,4.6,936,Desertcart.In,Free Delivery
Laptop,JioBook 11 2023,9999.0,4.5,29,Amazon,Free Delivery
Laptop,Acer Aspire 13th Gen Intel Core i5 Laptop,64990.0,4.5,29,Flipkart,Free Delivery
Laptop,Lenovo Ideapad Slim 3 Intel Core 12th Gen 8 Gb Ssd/Windows 11 Home 15iau7 Thin And Light Laptop,35099.0,4.5,29,Flipkart,Free Delivery
Laptop,ASUS Vivobook Go 14 Laptop AMD Ryzen 3 7320U 512,56899.0,4.8,82,Flipkart,Free Delivery
Laptop,HP 15 AMD Ryzen 3 7320U Quad Core,53840.0,4.5,29,Amazon,Free Delivery
Laptop,"Lenovo Legion 7i Gaming Laptop, 16'' 2.5K OLED 240Hz 500 nits(2560 x 1600), Intel-15 Core Ultra 9 275HX(24 Cores), NVIDIA GeForce RTX 5070, 8GB GDDR7,",6186.0,4.7,442,Desertcart.In,Free Delivery
Laptop,Samsung Galaxy Book5 Laptop,87990.0,4.5,1100,Flipkart,Free Delivery
Laptop,Lenovo IdeaPad Slim 3 Gen 8 Laptop,61800.0,4.6,203,Amazon,Free Delivery
Laptop,Asus Vivobook Go 15 Laptop,48990.0,3.9,14,Flipkart,Free Delivery
Laptop,Acer Aspire 5 A515-56-52SH Laptop,18000.0,4.6,114,Gameloot,Free Delivery
Laptop,Lenovo IdeaPad 3 12th Gen Intel Core i3 Laptop,54890.0,5.0,22,Amazon,Free Delivery
Laptop,HP Laptop AMD Ryzen 3 7320U,51990.0,4.5,29,Flipkart,Free Delivery
Laptop,"Apple 2025 MacBook Air 13-inch Laptop with M4 chip, 16GB Unified Memory, 1TB SSD Storage - Silver",2129.0,4.8,5700,Desertcart.In,Free Delivery
Laptop,"ASUS Vivobook 16"" Snapdragon X Laptop",63990.0,3.8,48,Amazon,Free Delivery
Laptop,"Lenovo IdeaPad 1 15"" AMD Ryzen 5 Laptop",47290.0,4.5,29,Flipkart,Free Delivery
Laptop,"Lenovo IdeaPad Slim 3 15.6"" FHD AMD Ryzen 3 7320U Laptop",37999.0,4.5,29,Reliance,Free Delivery by Sat
Laptop,"HP 15.6"" AMD Ryzen 3 Laptop",51990.0,4.5,29,Flipkart,Free Delivery
Laptop,Acer One 15 AMD Ryzen 3 Octa Core 7320U Laptop,39090.0,4.5,29,Amazon,Free Delivery
Laptop,ASUS Vivobook 15 2026,54964.0,4.1,22,Flipkart,Free Delivery
Laptop,Dell Inspiron 3511 Laptop Intel Core,50998.0,4.4,185,Flipkart,Free Delivery
Laptop,Lenovo IdeaPad Slim 3X 2025 Everyday AI Laptop,66500.0,4.5,29,Amazon,Free Delivery
Laptop,"(CTO) Apple 15-inch MacBook Air: M5 chip w 10-core CPU - 10-core GPU, 24GB, 512GB, Silver, 40W - Z1LQ000RE - (2026)",2560.0,4.9,1600,Desertcart.In,Free Delivery
Laptop,"Lenovo IdeaPad Slim 3 15.6"" Intel Celeron N4020 Laptop",27990.0,4.5,29,Flipkart,Free Delivery
Laptop,ASUS Vivobook 15 Intel Core i3 Laptop,52990.0,4.7,3,Amazon,Free Delivery
Laptop,HP Pavilion Plus 13th Gen Intel Core i5 Laptop,69990.0,4.5,29,Flipkart,Free Delivery
Laptop,"Samsung Galaxy Book4 15.6"" Intel Core 5 120U Laptop",62995.0,4.5,29,Reliance,Free Delivery by Sat
Laptop,"ASUS Vivobook 15.6"" i5 14th Gen Laptop",63990.0,4.3,22,Amazon,Free Delivery
Laptop,"HP Laptop 39.6 cm 15.6"" 15-fc0500AU Silver",52990.0,4.7,3,Flipkart,Free Delivery
Laptop,ASUS Vivobook 15 Laptop,58990.0,3.4,16,Flipkart,Free Delivery
Laptop,HP 15 Laptop,66400.0,4.5,29,Amazon,Free Delivery
Laptop,ASUS Vivobook 15 AMD Ryzen 5 150 Laptop,68236.0,5.0,2,Flipkart,Free Delivery
Laptop,Lenovo IdeaPad 1 15AMN7 AMD Ryen 3 Laptop,18000.0,4.4,144,Gameloot,Free Delivery
Laptop,HP HP 15 AMD Ryzen Core,48850.0,4.2,54,Amazon,Free Delivery
Laptop,ASUS ROG Strix G16 Gaming Laptop,154990.0,4.5,29,Flipkart,Free Delivery
Laptop,HP Victus Gaming Laptop,81990.0,4.0,8,Reliance,Free Delivery by Sat
Laptop,Apple MacBook Neo,79900.0,4.8,5100,Apple,Free Delivery
Laptop,"Acer Chromebook, MediaTek Kompanio 540 Octa-Core Processor, 4GB RAM, 64GB eMMC, Full HD, 11.6""/27.94cm Display, Chrome OS, Black, 1.2 KG, C725, Arm",19990.0,4.5,29,Amazon,Free Delivery
Laptop,Asus ROG Zephyrus G16 2026,449990.0,4.5,29,Saumyasstore,Free Delivery
Laptop,Lenovo V15 G4 AMD Athlon Silver 7120U Laptop,44999.0,4.5,29,Amazon,Free Delivery
Laptop,Acer Aspire 3 Intel Core Celeron N4500 Laptop,37290.0,4.5,29,Flipkart,Free Delivery
Laptop,Lenovo Laptops,12500.0,4.5,29,Tradeindia.Com,Free Delivery
Laptop,Apple MacBook Air M2 chip,48400.0,4.7,5500,Lowestrate Shopping,Free Delivery
Laptop,HP 15-fc0805AU AMD Ryzen 5-7520U Laptop,54990.0,4.9,15,Amazon,Free Delivery
Laptop,Lenovo IdeaPad Slim 3i Chromebook,24890.0,4.5,29,Flipkart,Free Delivery
Laptop,Samsung Galaxy Book6 16GB 512GB Gray,117990.0,4.5,29,Samsung,Free Delivery by Sat
Laptop,ASUS Chromebook CM32 Detachable 2026,37990.0,4.5,29,Amazon,Free Delivery
Laptop,ASUS TUF Gaming A15 Laptop,73490.0,4.2,137,Gadgets Now,Free Delivery by Wed
Laptop,Asus Zenbook A14 Oled,86305.0,4.0,42,Flipkart,Free Delivery
Laptop,Dell 15 AI Powered Laptop,75990.0,4.5,29,Amazon,Free Delivery
Laptop,"HP 14"" HD Laptop (2022)",25000.0,3.6,82,Tradeindia.Com,Free Delivery
Laptop,Lenovo IdeaPad Slim 3 15IRU8 Laptop,49999.0,4.5,29,Jiomart,Free Delivery by Tue
Laptop,ASUS TUF Gaming F16 Gaming Laptop,104990.0,4.1,108,Reliance,Free Delivery by Sat
Laptop,MSI Thin 15 Gaming Laptop,82400.0,4.5,29,Amazon,Free Delivery
Laptop,Lenovo IdeaPad 1 Intel Celeron N4020 Laptop,27290.0,4.5,29,Flipkart,Free Delivery
Laptop,Acer Aspire Lite AMD Ryzen 3 7330U Laptop,47999.0,4.5,29,Acer Store - India,Free Delivery
Laptop,ASUS Vivobook Go 14,48990.0,4.0,4,Amazon,Free Delivery
Laptop,Apple MacBook Air M5 chip,149900.0,4.9,2900,Apple,Free Delivery
Laptop,Asus Chromebook Cx14 Intel Celeron Dual Core N50 - 4 Gb/128 Gb Emmc Storage/Chrome Os Cx1405cta-s60621 Chromebook Laptop,24490.0,4.5,29,Flipkart,Free Delivery
Laptop,"Samsung Galaxy Book4 Edge 15.6"" FHD Anti-Glare Laptop",72999.0,4.5,29,Amazon,Free Delivery
Laptop,"ASUS ROG Zephyrus Duo 16"" Gaming Laptop Intel Core Ultra 9 386H",1233801.0,4.5,29,Desertcart.In,Free Delivery
Laptop,Lenovo IdeaPad Slim 3 Laptop 83k,94990.0,4.5,29,Lenovo,Free Delivery
Laptop,HP Omen Slim Gaming Laptop,166990.0,4.5,29,Amazon,Free Delivery
Laptop,Primebook S WiFi Laptop,14500.0,4.5,29,Flipkart,Free Delivery
Laptop,ASUS Chromebook CM1505,30990.0,4.5,29,Amazon,Free Delivery
Laptop,"Acer Aspire Lite 15.6"" Intel Core i3-1115G4 Laptop",50599.0,4.5,29,Vijay Sales,Free next-day Delivery
Laptop,HP 15-fc0782AU AMD Ryzen 5 Laptop,66990.0,4.8,7,Croma,Free Delivery
Laptop,Acer Aspire Lite AMD Ryzen 5 5625U Laptop,51990.0,4.5,29,Flipkart,Free Delivery
Laptop,HP Omen Gaming Laptop,146990.0,4.5,29,Amazon,Free Delivery
Laptop,Lenovo LOQ 13th Gen Gaming Laptop,116990.0,5.0,1,Gadgets Now,Free Delivery by Wed
Laptop,ASUS Vivobook Go 15 Laptop,50690.0,3.7,41,Flipkart,Free Delivery
Laptop,"HP 15.6"" AMD Ryzen 3 Laptop",49962.0,4.5,29,Flipkart,Free Delivery
Laptop,Asus Vivobook Go 15 Laptop,44990.0,3.9,14,Flipkart,Free Delivery
Laptop,Macbook Air M2 13.6-Inch 256Gb,2670.0,5.0,4,Desertcart.In,Free Delivery
Laptop,"ASUS Vivobook 16"" Snapdragon X Laptop",68500.0,3.8,48,Flipkart,Free Delivery
Laptop,"HP 15.6"" Intel Core i3-1315U Laptop",37990.0,4.5,29,Amazon,Free Delivery
Laptop,Lenovo V15 AMD Ryzen 3 Quad Core 7th Gen 7320U Laptop,30990.0,4.5,29,Ibox Services,Free Delivery
Laptop,HP Laptop AMD Ryzen 3 7320U,52990.0,4.5,29,Flipkart,Free Delivery
Laptop,Samsung Galaxy Book4 Edge Series Laptop,73690.0,5.0,1,Flipkart,Free Delivery
Laptop,MSI Modern 14 Laptop,49990.0,4.5,29,Amazon,Free Delivery
Laptop,Asus Vivobook 15 Laptop,42990.0,5.0,2,Flipkart,Free Delivery
Laptop,"ASUS VivoBook 15 12th Gen Core i3 8GB RAM 512GB SSD 15.6"" Laptop",56500.0,3.6,77,Flipkart,Free Delivery
Laptop,ASUS Vivobook 15 Core i5 13th Gen 13420H Laptop,65990.0,3.8,29,Amazon,Free Delivery
Laptop,"HP Envy x360 2-in-1 Laptop 15.6"" Touch-Screen - Intel Core i5-8GB Memory - 256GB SSD - Natural Silver (Renewed)",3097.0,4.5,29,Desertcart.In,Free Delivery
Laptop,ASUS Vivobook 15 Intel Core i5-120U Laptop,65980.0,4.5,31,Flipkart,Free Delivery
Laptop,ASUS Vivobook Go 15,54991.0,3.9,19,Flipkart,Free Delivery
Laptop,"Lenovo IdeaPad 1 15"" AMD Ryzen 5 Laptop",58899.0,4.5,29,Flipkart,Free Delivery
Laptop,Lenovo IdeaPad 1 AMD Ryzen 3 3250U Laptop,55000.0,4.5,29,Flipkart,Free Delivery
Laptop,ASUS Vivobook 15 2026,67990.0,5.0,2,Amazon,Free Delivery
Laptop,Lenovo IdeaPad Slim 3i 12th Gen Intel Core i5-12450H Laptop,69990.0,5.0,5,Flipkart,Free Delivery
Laptop,Lenovo IdeaPad Slim 3 15ABR8 AMD Ryzen 5 Laptop,61890.0,4.5,29,Flipkart,Free Delivery
Laptop,ASUS Vivobook 16 Intel Core Ultra 5 Laptop,75890.0,4.2,100,Amazon,Free Delivery
Laptop,HP 15s-eq1560AU Laptop,52890.0,4.5,29,Flipkart,Free Delivery
Laptop,"Acer Aspire Lite AL15-52 15.6"" Intel Core i3 12th Gen Laptop",17500.0,4.5,29,Gameloot,Free Delivery
Laptop,"HP Laptop 39.6 cm 15.6"" 15-fc0500AU Silver",55763.0,4.7,3,Flipkart,Free Delivery
Laptop,Lenovo V15 AMD Ryzen 3 7320U Laptop,49999.0,5.0,5,Amazon,Free Delivery
Laptop,"Lenovo IdeaPad Flex 5 14"" AMD Ryzen 5 7530U Laptop",60490.0,4.5,29,Flipkart,Free Delivery
Laptop,ASUS Vivobook 15 Intel Core i3 13th Gen Laptop,57500.0,2.8,7,Flipkart,Free Delivery
Laptop,"HP (Upgraded) Omen 16-wf0000 Laptop (2023) | 16.1"" 1920x1080 FHD | Core i7-13700HX - 1TB SSD Hard Drive - 16GB RAM - Nvidia GeForce RTX 4060 | 16",4871.0,4.9,13,Desertcart.In,Free Delivery
Laptop,HP HP 15 AMD Ryzen Core,51800.0,4.2,54,Flipkart,Free Delivery
Tablet,Samsung Galaxy Tab A11+ 5G Tablet,26498.0,4.7,3300,Flipkart,Free Delivery
Tablet,"Redmi Pad SE 11"" Wi-Fi Android Tablet",11499.0,4.8,89,93Mobiles,Free Delivery
Tablet,Android 15 Tablet 10 Inch 12GB RAM 64GB ROM 1TB Expandable 2 in 1 Tablets Keyboard/,8599.0,3.4,5,Amazon,Free Delivery
Tablet,Samsung Galaxy Tab A11 Plus Wi-Fi Android Tablet,24985.0,4.6,12000,Flipkart,Free Delivery
Tablet,Motorola Pad 60 Neo 8 Gb Ram 128 Gb Rom 11 Inch With Wi-fi+5g Tablet,16631.12,5.0,20,Vlebazaar.In,Free Delivery by Wed
Tablet,Android 15 Tablet 10 inch 12GB RAM 64GB ROM 1TB Max,11806.0,4.8,89,Amazon,Free Delivery
Tablet,Redmi Pad Ram,12499.0,4.8,50,Flipkart,Free Delivery
Tablet,"Lenovo Idea Tab 11"" 128GB/8GB WiFi Grey Tablet + Pen",1115.0,4.5,438,Desertcart.In,Free Delivery
Tablet,HONOR Pad 8 12-inch Wi-Fi Tablet,9999.0,4.8,368,93Mobiles,Free Delivery
Tablet,OnePlus Pad Go,17999.0,4.6,17,Flipkart,Free Delivery
Tablet,"tablet, 10 inch Android Tablet with 128GB ROM, 16GB RAM (up to 2TB), Octa-Core Processor, 5G WiFi Tablet, with Keyboard and Mouse Case, 13MP+8MP",13809.0,4.8,89,Amazon,Free Delivery
Tablet,Samsung Galaxy Tab A9,11999.0,4.7,8000,Reliance,Free Delivery by Sat
Tablet,Redmi Pad SE 4G Tablet,10999.0,4.7,34,Flipkart,Free Delivery
Tablet,Redmi Pad Pro 5G,34499.0,4.8,268,Amazon,Free Delivery
Tablet,Redmi Pad 2 Wi-fi+4g Android Tablet,22999.0,4.9,466,Mi.com,Free Delivery
Tablet,Lenovo Tab M10 Plus 3rd Gen 10.61-inch Wi-Fi Tablet,13899.0,4.8,89,Flipkart,Free Delivery
Tablet,"10.1"" Android Tablet",15900.0,4.8,89,Amazon,Free Delivery
Tablet,Redmi Pad Tablet,4000.0,4.8,89,Gameloot,Free Delivery
Tablet,OnePlus Pad Lite 11-inch Tablet,19999.0,4.6,60,Flipkart,Free Delivery
Tablet,Lenovo Tab M11 11 Inch Wi-Fi Android Tablet,14999.0,4.4,117,Zepto,Free 10 min Delivery
Tablet,"Tablet 10.1 inch Android 14 Tablets, 6GB RAM 64GB ROM 1TB Expand, Quad-Core Tablet with Case, 1280x800 IPS Touch Screen, 6000mAh, BT5.0, Dual Camera,",14999.0,4.8,89,Amazon,Free Delivery
Tablet,Realme Pad 2 11.5 Inch Wi-Fi+4G Tablet,28000.0,4.9,20,Flipkart,Free Delivery
Tablet,SAMSUNG Galaxy Tab S6 LITE Wi-Fi 10.4-inch Android Tablet 4GB RAM 64GB Storage Model 2024 Edition - Mint,1407.0,4.7,2100,Desertcart.In,Free Delivery
Tablet,CUPEISI 10 inch Android 13 Tablet,12438.67,4.8,89,Amazon,Free Delivery
Tablet,Oppo Pad SE 11-inch Wi-Fi+4G Android Tablet,20999.0,5.0,5,Flipkart,Free Delivery
Tablet,Redmi Pad Pro 5G Android Tablet,19799.12,4.8,89,Vlebazaar.In,Free Delivery by Wed
Tablet,Apple iPad Wi-Fi,49900.0,4.8,70000,Apple,Free Delivery
Tablet,"Android Tablet, 10.1 Inch, Android 14 Tablets, 6GB RAM, 64GB ROM, 1TB Expansion, 1280x800 IPS HD Touchscreen, 6000mAh Battery, Bluetooth, Dual Camera,",13388.93,4.8,89,Amazon,Free Delivery
Tablet,Redmi Pad SE 4G Android Tablet,10999.0,4.8,89,Flipkart,Free Delivery
Tablet,Redmi Pad 2 11-inch Wi-Fi Android Tablet,18999.0,4.8,89,Mi.com,Free Delivery
Tablet,"7 Inch Tablet with Case, Five Core Android 15 Tablets, 8GB RAM 32GB Storage 1TB Expand, 5G WiFi,1024x600 IPS HD Screen, 3500mAh, Dual Camera, Type C",6845.0,4.8,89,Amazon,Free Delivery
Tablet,Lenovo Tab Plus Wi-Fi Tablet,21999.0,4.6,474,Flipkart,Free Delivery
Tablet,"Samsung Galaxy Tab A11+, Android Tablet, AI Features, Sleek and Modern Design, 11 Inch 90Hz Display, 128GB Storage, 6GB Memory, With Dolby Quad",1483.0,4.6,12000,Desertcart.In,Free Delivery
Tablet,"Samsung Galaxy Tab A9 22.10 cm (8.7 inch) Display, Gray,RAM 4 GB, ROM 64 GB Expandable, Wi-Fi+4G, Tablet, Gray",11099.0,4.8,633,Jiomart,Free Delivery by Tue
Tablet,IWEGGO Android 15 Tablet,11999.0,4.8,89,Amazon,Free Delivery
Tablet,Moto Pad 60 Neo 11 Inch WiFi + 5G Tablet,27999.0,4.8,89,Flipkart,Free Delivery
Tablet,Samsung Galaxy Tab A9+,6000.0,4.6,17000,Gameloot,Free Delivery
Tablet,Lenovo Tab M10 HD 2nd Gen,11990.0,4.3,588,Amazon,Free Delivery
Tablet,"Acer Iconia Tab iM10-22 10.36"" Touchscreen Tablet",20990.0,4.8,89,Flipkart,Free Delivery
Tablet,"Samsung Galaxy Tab S11 Ultra, AI Tablet, Wi-Fi, Light Design, Multi-Modal AI Tools, DeX Connect, 512GB Storage, 12GB Memory, Long Battery Life, Silver",2186.0,4.8,2800,Desertcart.In,Free Delivery
Tablet,iKall N7 7-inch Wi-Fi Android Tablet,4089.0,5.0,6,Amazon,Free Delivery
Tablet,i17 Pro 5G Tablet - 5G Android Smart Tablet,8999.0,4.8,89,Zone Alpha,Free Delivery
Tablet,Samsung Galaxy Tab A9 8.7-inches Wi-Fi+4G,14699.0,4.8,10,Reliance,Free Delivery by Sat
Tablet,"Redmi Pad SE 11"" Wi-Fi Android Tablet",11999.0,4.8,89,Flipkart,Free Delivery
Tablet,Redmi Pad 2 Wi-fi+4g Android Tablet,18999.0,4.9,466,Mi.com,Free Delivery
Tablet,"Redmi Pad 2 11"" Android Tablet",15047.12,5.0,2,Vlebazaar.In,Free Delivery by Wed
Tablet,Motorola Pad 60 Neo 8 Gb Ram 128 Gb Rom 11 Inch With Wi-fi+5g Tablet,20499.0,5.0,20,Flipkart,Free Delivery
Tablet,OnePlus Pad Go 2,29999.0,5.0,73,Amazon,Free Delivery
Tablet,Apple iPad Air 2 Tablet,2099.0,4.4,10000,Ovantica.Com,Free Delivery
Tablet,Samsung Galaxy Tab A9,15999.0,4.7,8000,Reliance,Free Delivery by Sat
Tablet,CUPEISI 10 inch Android 13 Tablet,7525.0,4.8,89,Ubuy.Co.In,Free Delivery
Tablet,"Android 13 Tablet with Keyboard, 2024 Newest 10 Inch 2-in-1 Tablet, 8GB RAM+128GB ROM/1TB Expandable Tablet PC, Quad-Core 2.0GHz CPU 10 Inch HD Screen",11775.0,4.8,89,Amazon,Free Delivery
Tablet,Samsung Galaxy Tab S11 Ultra,121999.0,4.8,2800,Samsung,Free Delivery by Sat
Tablet,Samsung Galaxy Tab S10 Lite 10.9-inch Wi-Fi Tablet,33790.0,4.7,4000,Flipkart,Free Delivery
Tablet,Lenovo Tab 10.1 Inch Tablet,18998.0,4.8,89,Amazon,Free Delivery
Tablet,Redmi Pad SE 4G Tablet,9499.0,4.7,34,Addmecart,Free Delivery
Tablet,Motorola Pad 60 Neo WiFi Only,21499.0,4.8,4,Flipkart,Free Delivery
Tablet,HOTTABLET 7Inch Android 14.0 Tablet,6076.82,4.8,89,Amazon,Free Delivery
Tablet,Apple iPad mini Wi-Fi,69900.0,4.8,6000,Apple,Free Delivery
Tablet,Realme Pad 3 With Biggest Battery In Segment 8 Gb Ram 128 Gb Rom 11.6 Inch,39999.0,4.9,89,Reliance,Free Delivery by Sat
Tablet,"Samsung Galaxy Tab A11+ 11"" Wi-Fi+5G Tablet",26849.0,5.0,5,Flipkart,Free Delivery
Tablet,CUPEISI Android 14 Tablet,6149.32,4.8,89,Amazon,Free Delivery
Tablet,Acer ICONIA Tab iM11-12M 29.08 cm 90 Hz IPS Display 450 nits 8GB RAM + storage 16MP Rear + 8MP Front Camera Fingerprint Reader Wi,28490.0,4.8,89,Acer Store - India,Free Delivery
Tablet,"Xiaomi Pad 8 Wi-Fi Android Tablet (11.2 Inch, 8GB RAM, 128GB ROM, Graphite Grey)",38999.0,4.8,79,Croma,Free Delivery
Tablet,OnePlus Pad 4 13.2 Inch Wi-Fi Android Tablet,59999.0,4.8,23,Flipkart,Free Delivery
Tablet,"Brave Ark (SmartChoice) Android Tablet with Pen| 12.95""(32cm) 2.8K 144Hz Display| Snapdragon 8s Gen 3| AI-Enabled|12GB RAM, 256GB ROM| Segment's",37999.0,4.8,89,Amazon,Free Delivery
Tablet,Xiaomi Pad 8 Wi-Fi Android Tablet,38999.0,4.5,2,Vijay Sales,Free next-day Delivery
Tablet,Apple 13-inch iPad Air M4,131900.0,4.4,1500,Apple,Free Delivery
Tablet,IWEGGO Android 15 Tablet,10238.0,4.8,89,Amazon,Free Delivery
Tablet,Lenovo Idea Tab Plus 30.73 cms Tablet,31991.0,4.0,2,Lenovo,Free Delivery
Tablet,Samsung Galaxy Tab A11,22499.0,4.5,3700,Flipkart,Free Delivery
Tablet,Xiaomi Redmi Pad 2 4gb/128gb 11 Tablet,19999.0,4.9,230,Mi.com,Free Delivery
Tablet,Samsung Galaxy Tab A11,12999.0,4.5,3700,Samsung,Free Delivery by Sat
Tablet,OnePlus Pad Go,17999.0,4.6,17,Reliance,Free Delivery by Sat
Tablet,"Lenovo Tab M11 11"" 90 Hz Tablet",13249.0,4.8,89,Zepto,Free 10 min Delivery
Tablet,OnePlus Pad Lite 11-inch Tablet,19999.0,4.6,60,Amazon,Free Delivery
Tablet,Redmi Pad SE 4G Android Tablet,11999.0,4.8,89,Reliance,Free Delivery by Sat
Tablet,Motorola Pad 60 Neo 8 Gb Ram 128 Gb Rom 11 Inch With Wi-fi+5g Tablet,18299.0,5.0,20,Jiomart,Free Delivery by Tue
Tablet,Apple iPad Wi-Fi,47490.0,4.8,70000,Croma,Free Delivery
Tablet,OnePlus Pad Go 2,29999.0,5.0,73,Vijay Sales,Free next-day Delivery
Tablet,Redmi Pad SE 4G Tablet,11999.0,4.7,34,Reliance,Free Delivery by Sat
Tablet,Oppo Pad Air Tablet,11990.0,4.7,15,Unboxify,Free Delivery
Tablet,"IKALL N11 Tablet – 7 inch HD Display, Android 8.0, Quad-Core Processor, 2GB RAM, 16GB Storage & 3000mAh Battery - Black",2998.0,4.8,89,Addmecart,Free Delivery
Tablet,OnePlus Pad Lite 11 inch Wi-Fi Tablet,19999.0,4.8,89,Jiomart Electronics,Free Delivery by Wed
Tablet,Moto Pad 60 Neo 11 Inch WiFi + 5G Tablet,29999.0,4.8,89,Reliance,Free Delivery by Sat
Tablet,Samsung Galaxy Tab S10+,79999.0,5.0,1,Amazon,Free Delivery
Tablet,Lenovo Tab Plus 11.5 Inch Android Tablet,23999.0,4.6,50,Amazon,Free Delivery
Tablet,Acer ICONIA Tab iM11-12M 29.08 cm 90 Hz IPS Display 2.2K resolution450 nits 8 GB RAM + 128 GB Storage 16MP Rear + 8MP Front Camera Fingerprin,21999.0,4.8,89,Acer Store - India,Free Delivery
Tablet,OnePlus Pad 4 13.2 Inch Wi-Fi Android Tablet,59999.0,4.8,23,Reliance,Free Delivery by Sat
Tablet,"10"" Android 15 Tablet with Case, 12GB RAM + 64GB ROM (Expand to 1TB), Quad Core Processor, 5G WiFi 6, BT5.0, 1280x800 HD Display, 6000mAh, Dual Camera",11349.0,4.8,89,Amazon,Free Delivery
Tablet,Samsung Galaxy Tab S11 Wi-Fi Android Tablet with S Pen,96999.0,5.0,8,Samsung,Free Delivery by Sat
Tablet,"Lenovo Tab 10.1"" 4G Tablet",17099.05,4.8,89,Reliance,Free Delivery by Sat
Tablet,"IKALL N8 Plus Tablet – 7"" WiFi Android Tablet | 2GB RAM, 16GB ROM | 2MP Rear Camera | 3000mAh Battery | Quad-Core Processor| Android 8.0 (Black)",2998.0,4.8,89,Addmecart,Free Delivery
Tablet,"HNVHNV Android 15 Tablet 7 Inch Tablet, 9GB RAM 32GB ROM 1TB Expansion, Quad-core Processor, Dual Camera, 5G/2.4G WiFi, Bluetooth, Parental Control,",6634.23,4.8,89,Amazon,Free Delivery
Tablet,Moto Pad 70 Pro Gaming Tablet,40999.0,4.8,89,Reliance,Free Delivery by Sat
Watch,GOLDENIZE Fashion Branded Men's Sport Quartz Watch Car Wheel Multicolour Dial Wheel Dial 360 Rotating Casual Fashion Stainless Steel Alloy Mens &Boy's,498.0,4.6,62,Amazon,Free Delivery
Watch,Casio Vintage Collection Digital Watch,1895.0,4.7,5300,Myntra,Free Delivery by Tue
Watch,Men Sylvi Timegrapher Black,1779.0,4.6,62,Sylvi,Free Delivery
Watch,Titan Karishma Analog Black Dial Men's Watch,1966.0,4.6,62,Amazon,Free Delivery
Watch,boAt Storm Infinity 1.83 inch HD Display,1499.0,4.6,29,Vijay Sales,Free next-day Delivery
Watch,Casio D002 Vintage Series Digital Watch,1295.0,4.8,4600,Amazon,Free Delivery
Watch,Sylvi Iconic Branded Men's Watches,1549.0,4.6,62,Sylvi,Free Delivery
Watch,Fastrack Unisex Fastfit Quartz Analog Watch,995.0,4.1,46,Fastrack.In,Free Delivery
Watch,Shocknshop Digital Sports Stylish Multifunctional Electronic LED Black Dial Wrist Watch,499.0,4.6,62,Amazon,Free Delivery
Watch,Movado Men's Bold Chronograph Watch,90000.0,4.6,62,Helios - The Watch Store,Free Delivery
Watch,Noise ColorFit Pulse 4 Max Smart Watch,2499.0,4.8,49,Noise,Free Delivery
Watch,Timex Men's Analog Watch,1048.66,4.6,62,Amazon,Free Delivery
Watch,Boys Sylvi Bolt Silver Black Digital Watch,1249.0,4.6,62,Sylvi,Free Delivery
Watch,Jaipur Watch Company Roman Baagh Steel Watch,60000.0,4.6,62,Jaipur Watch,Free Delivery
Watch,Matrix Dial Day & Date Functioning Strap Analog Watch,295.0,4.6,62,Amazon,Free Delivery
Watch,Fossil Grant Blue Chronograph Men Watch,14495.0,4.4,21,Tata Cliq Luxury,Free Delivery
Watch,Titan Karishma Zing Quartz Analog Green Dial Strap Watch,1945.0,4.4,297,Myntra,Free Delivery by Tue
Watch,SWADESI Men's Date Display Wrist Analogue Watch,449.0,4.6,62,Amazon,Free Delivery
